fall_id,Status,Waterfall,Access,Country  Rating,Height,State,url,val,Magnitude,Absolute Magnitude,IWC Rating,Global Score,Country Score,State Score,Location,Appx. Elevation,Total Height,Tallest Drop,Num of Drops,Avg. Width,Max. Width,Pitch,Run,Form,Watershed,Stream,Avg.  High  Volume,Avg. Low Volume,Source,Flow Consistency,Best Flow,Avg.  Estm.  Volume,Province Score
0,.Cataloged-row,Georgiana Falls,,32.19,112 feet / 34 meters,New Hampshire,https://www.worldwaterfalldatabase.com/waterfall/Georgiana-Falls-12856,NA,20.44,Unavailable,1.14,Not Rated,32.19,58.63,"44.07735, -71.69959",1715 feet (asl),34 meters,16 meters,3,5 meters,17 meters,65 degrees,46 meters,Steep Tiered Cascades,,Harvard Brook,1 cms,0 cms,Runoff,12 months,,NA,NA
1,.Cataloged-row,Giant Falls,,80.01,363 feet / 111 meters,Washington,https://www.worldwaterfalldatabase.com/waterfall/Giant-Falls-5336,NA,52.8,Unavailable,3.21,19.6,80.01,79.95,Unavailable,4435 feet (asl),111 meters,74 meters,3,14 meters,27 meters,70 degrees,171 meters,Tiered Horsetails,Puyallup River,North Mowich River,3 cms,2 cms,Glacier,12 months,Year Round,NA,NA
2,.Cataloged-row,Gibbs Falls,,,35 feet / 11 meters,New Hampshire,https://www.worldwaterfalldatabase.com/waterfall/Gibbs-Falls-12857,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"44.2213, -71.4036",,11 meters,8 meters,2,,,,,,,Gibbs Brook,,,,,,NA,NA
3,.Cataloged-row,Gibson Falls,,55.66,108 feet / 33 meters,Washington,https://www.worldwaterfalldatabase.com/waterfall/Gibson-Falls-4536,NA,23.74,Unavailable,0.18,Not Rated,55.66,51.27,Unavailable,1210 feet (asl),33 meters,33 meters,1,15 meters,,81 degrees,14 meters,Segmented Horsetails,Sauk River,Unnamed,0 cms,0 cms,Runoff,12 months,March to July,NA,NA
4,.Cataloged-row,Gilbert Falls,,49.74,421 feet / 128 meters,Washington,https://www.worldwaterfalldatabase.com/waterfall/Gilbert-Falls-4502,NA,40.6,Unavailable,1.84,Not Rated,49.74,44.3,Unavailable,3641 feet (asl),128 meters,,6,5 meters,11 meters,80 degrees,183 meters,Tiered Horsetails,Cascade River,Gilbert Creek,1 cms,0 cms,Glacier,,May to September,NA,NA
5,.Cataloged-row,Gill Creek Falls,,50.94,100 feet / 30 meters,Washington,https://www.worldwaterfalldatabase.com/waterfall/Gill-Creek-Falls-3036,NA,32.98,Unavailable,1.25,Not Rated,50.94,45.71,"47.76647, -120.83655",3342 feet (asl),30 meters,15 meters,3,5 meters,,77 degrees,30 meters,,Wenatchee River,Gill Creek,1 cms,0 cms,Lake,,Spring,NA,NA
0,.Cataloged-row,Glacier Falls,,65.84,256 feet / 78 meters,Washington,https://www.worldwaterfalldatabase.com/waterfall/Glacier-Falls-3612,NA,34.1,45.06,2.52,Not Rated,65.84,63.27,"47.98649, -121.3729",3584 feet (asl),78 meters,32 meters,4,5 meters,12 meters,65 degrees,152 meters,Steep Tiered Cascades,Sauk River,Glacier Creek,1 cms,1 cms,Glacier,12 months,June to September,NA,NA
0,.Cataloged-row,Glen Alpine Falls,,50.16,73 feet / 22 meters,California,https://www.worldwaterfalldatabase.com/waterfall/Glen-Alpine-Falls-6683,NA,30.52,Unavailable,2.75,Not Rated,50.16,41.47,"38.87919, -120.07384",6468 feet (asl),22 meters,,3,23 meters,27 meters,55 degrees,53 meters,Steep Tiered Cascades,,Glen Alpine Creek,3 cms,1 cms,Lake,,,NA,NA
1,.Cataloged-row,Glen Ellis Falls,,45.08,54 feet / 16 meters,New Hampshire,https://www.worldwaterfalldatabase.com/waterfall/Glen-Ellis-Falls-12861,NA,24.85,Unavailable,1.31,Not Rated,45.07,82.09,"44.2442, -71.2525",,16 meters,16 meters,1,3 meters,5 meters,80 degrees,8 meters,Sliding Punchbowl,Saco River,Ellis River,2 cms,1 cms,Runoff,12 months,,NA,NA
2,.Cataloged-row,Glen Falls,,,75 feet / 23 meters,Vermont,https://www.worldwaterfalldatabase.com/waterfall/Glen-Falls-11407,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"43.9209, -72.1636",,23 meters,9 meters,,,,,,Tiered Horsetails,,Glen Falls Brook,,,,,,NA,NA
3,.Cataloged-row,Glendale Falls,,31.96,126 feet / 38 meters,Massachusetts,https://www.worldwaterfalldatabase.com/waterfall/Glendale-Falls-7381,NA,17.78,29.83,2.16,Not Rated,31.96,84.73,"42.3506, -72.9662",,38 meters,,,12 meters,17 meters,45 degrees,114 meters,Steep Tiered Cascades,Connecticut River,Glendale Brook,1 cms,0 cms,Runoff,12 months,March to May,NA,NA
0,.Cataloged-row,Glisan Falls,,28.85,200 feet / 61 meters,Washington,https://www.worldwaterfalldatabase.com/waterfall/Glisan-Falls-6124,NA,7.41,Unavailable,0,Not Rated,30.85,22.05,Unavailable,5930 feet (asl),61 meters,61 meters,1,2 meters,,90 degrees,15 meters,Plunge,Columbia River,,0 cms,0 cms,Runoff,4 months,,NA,NA
1,.Cataloged-row,Goat Falls,,70.73,282 feet / 86 meters,Washington,https://www.worldwaterfalldatabase.com/waterfall/Goat-Falls-27164,NA,45.39,Unavailable,3.25,2.1,70.73,69.03,Unavailable,4915 feet (asl),86 meters,,7,5 meters,9 meters,70 degrees,122 meters,Tiered Horsetails,Skagit River,Bacon Creek,4 cms,1 cms,Glacier,,June to October,NA,NA
2,.Cataloged-row,Goat Falls,,54.29,20 feet / 6 meters,Washington,https://www.worldwaterfalldatabase.com/waterfall/Goat-Falls-2996,NA,26.22,Unavailable,0.97,Not Rated,54.29,49.66,Unavailable,5790 feet (asl),6 meters,6 meters,1,5 meters,,77 degrees,3 meters,Horsetail,Naches River,Meade Fork Conrad Creek,2 cms,0 cms,Glacier,,May to August,NA,NA
3,.Cataloged-row,Goat Falls,,38.59,10 feet / 3 meters,Washington,https://www.worldwaterfalldatabase.com/waterfall/Goat-Falls-5278,NA,10.32,Unavailable,0,Not Rated,38.85,31.47,"46.9984, -121.50404",3551 feet (asl),3 meters,,1,1 meters,,90 degrees,1 meters,Plunge,Puyallup River,Goat Creek,1 cms,0 cms,Lake,,Year Round,NA,NA
4,.Cataloged-row,Goblin Falls,,25.87,300 feet / 91 meters,Washington,https://www.worldwaterfalldatabase.com/waterfall/Goblin-Falls-3363,NA,12.28,Unavailable,0,Not Rated,26.05,16.4,Unavailable,1565 feet (asl),91 meters,,1,2 meters,,59 degrees,91 meters,Horsetail,Cascade River,Unnamed,0 cms,0 cms,Runoff,,Winter - Spring,NA,NA
0,.Cataloged-row,Gold Run Falls,,62.20,294 feet / 90 meters,Washington,https://www.worldwaterfalldatabase.com/waterfall/Gold-Run-Falls-5565,NA,29.65,Unavailable,1.66,Not Rated,62.2,58.98,Unavailable,3630 feet (asl),90 meters,50 meters,3,6 meters,18 meters,80 degrees,128 meters,Tiered Horsetails,Nooksack River,,1 cms,0 cms,Runoff,12 months,May to September,NA,NA
1,.Cataloged-row,Golden Falls,,65.31,254 feet / 77 meters,Oregon,https://www.worldwaterfalldatabase.com/waterfall/Golden-Falls-4291,NA,34.69,Unavailable,1.83,Not Rated,65.31,70.81,"43.48579, -123.92846",621 feet (asl),77 meters,77 meters,1,6 meters,11 meters,70 degrees,37 meters,Horsetail,Coos Bay,Glenn Creek,1 cms,0 cms,Unknown,12 months,Winter - Spring,NA,NA
2,.Cataloged-row,Golden Gate Falls,,56.45,119 feet / 36 meters,Washington,https://www.worldwaterfalldatabase.com/waterfall/Golden-Gate-Falls-5226,NA,38.62,Unavailable,1.05,Not Rated,56.45,52.21,"46.80055, -121.72472",6465 feet (asl),36 meters,36 meters,1,8 meters,,81 degrees,12 meters,Segmented Steep Cascade,Nisqually River,Edith Creek,1 cms,0 cms,Glacier,,June to August,NA,NA
3,.Cataloged-row,Gooch Falls,,65.41,80 feet / 24 meters,Oregon,https://www.worldwaterfalldatabase.com/waterfall/Gooch-Falls-4273,NA,60.33,Unavailable,2.25,Not Rated,65.41,70.93,Unavailable,3046 feet (asl),24 meters,,1,34 meters,,90 degrees,2 meters,Vertical Block,Santiam River,Marion Creek,4 cms,1 cms,Lake,,Spring - Summer,NA,NA
0,.Cataloged-row,Gordon Fall,,,20 feet / 6 meters,New Hampshire,https://www.worldwaterfalldatabase.com/waterfall/Gordon-Fall-12866,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"44.3688, -71.2863",,6 meters,6 meters,1,,,,,,,Snyder Brook,,,,,,NA,NA
1,.Cataloged-row,Gorge Creek Falls,,61.76,242 feet / 74 meters,Washington,https://www.worldwaterfalldatabase.com/waterfall/Gorge-Creek-Falls-4742,NA,47.6,Unavailable,2.15,Not Rated,61.76,58.45,"48.70311, -121.21073",1285 feet (asl),74 meters,30 meters,5,3 meters,,81 degrees,23 meters,Tiered Plunges,Skagit River,Gorge Creek,2 cms,0 cms,Runoff,,March to July,NA,NA
2,.Cataloged-row,Gorton Creek Falls,,51.24,148 feet / 45 meters,Oregon,https://www.worldwaterfalldatabase.com/waterfall/Gorton-Creek-Falls-4007,NA,33.58,43.78,1.22,Not Rated,51.24,53.08,Unavailable,590 feet (asl),45 meters,30 meters,2,3 meters,,85 degrees,23 meters,Tiered Plunges,Columbia River (Snake River to Portland),Gorton Creek,1 cms,0 cms,Unknown,12 months,Year Round,NA,NA
3,.Cataloged-row,Goslants Mill,,,10 feet / 3 meters,Vermont,https://www.worldwaterfalldatabase.com/waterfall/Goslants-Mill-11409,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"44.4649, -72.2211",,3 meters,3 meters,,,,,,,,Joes Brook,,,,,,NA,NA
4,.Cataloged-row,Gossamer Falls,,45.49,102 feet / 31 meters,Washington,https://www.worldwaterfalldatabase.com/waterfall/Gossamer-Falls-8559,NA,0,Unavailable,0,Not Rated,48.1,42.37,"47.53495, -121.62330",2200 feet (asl),31 meters,31 meters,1,5 meters,,75 degrees,46 meters,Veiling Horsetail,Snoqualmie River,,0 cms,0 cms,Runoff,7 months,March to May,NA,NA
0,.Cataloged-row,Grand Union Falls,,57.77,41 feet / 12 meters,Oregon,https://www.worldwaterfalldatabase.com/waterfall/Grand-Union-Falls-4021,NA,38.59,Unavailable,3.1,Not Rated,57.77,61.3,Unavailable,1050 feet (asl),12 meters,12 meters,1,9 meters,,60 degrees,12 meters,Sliding Punchbowl,Columbia River (Snake River to Portland),Eagle Creek,10 cms,0 cms,Springs,,Year Round,NA,NA
1,.Cataloged-row,Granite Falls,,56.27,40 feet / 12 meters,Washington,https://www.worldwaterfalldatabase.com/waterfall/Granite-Falls-4680,NA,32.42,Unavailable,5.72,Not Rated,56.27,51.99,"48.10269, -121.95486",363 feet (asl),12 meters,8 meters,2,8 meters,,45 degrees,91 meters,Gradual Cascade,Stilliguamish River,South Fork Stilliguamish River,25 cms,0 cms,Glacier,,November - May,NA,NA
0,.Cataloged-row,Granite Gorge Falls,,57.01,219 feet / 67 meters,Washington,https://www.worldwaterfalldatabase.com/waterfall/Granite-Gorge-Falls-4936,NA,31.12,Unavailable,2.89,Not Rated,57.01,52.86,"48.65015, -121.30838",753 feet (asl),67 meters,19 meters,8,3 meters,,75 degrees,221 meters,Tiered Horsetails,Skagit River,Thornton Creek,1 cms,0 cms,Lake,12 months,Year Round,NA,NA
1,.Cataloged-row,Grant Purcell Falls,,36.95,114 feet / 35 meters,Washington,https://www.worldwaterfalldatabase.com/waterfall/Grant-Purcell-Falls-5352,NA,12.71,Unavailable,1.42,Not Rated,36.95,29.24,"46.66969, -121.58728",1456 feet (asl),35 meters,9 meters,5,2 meters,,45 degrees,122 meters,Steep Tiered Cascades,Cowlitz River,Purcell Creek,0 cms,0 cms,Runoff,,April - June,NA,NA
2,.Cataloged-row,Granville Notch Falls,,30.52,19 feet / 6 meters,Vermont,https://www.worldwaterfalldatabase.com/waterfall/Granville-Notch-Falls-11411,NA,13.84,24.76,0,Not Rated,32.01,51.67,"44.0321, -72.8311",,6 meters,6 meters,1,3 meters,3 meters,90 degrees,0 meters,Horsetail,,,0 cms,0 cms,Runoff,,,NA,NA
0,.Cataloged-row,Great Falls,,69.73,320 feet / 98 meters,Washington,https://www.worldwaterfalldatabase.com/waterfall/Great-Falls-3127,NA,51.76,Unavailable,2.56,0.21,69.73,67.85,Unavailable,5714 feet (asl),98 meters,37 meters,3,6 meters,,77 degrees,91 meters,Tiered Plunges,Naches River,Meade Fork Conrad Creek,2 cms,0 cms,Glacier,,May to August,NA,NA
0,.Cataloged-row,Green Lake Falls,,92.79,980 feet / 299 meters,Washington,https://www.worldwaterfalldatabase.com/waterfall/Green-Lake-Falls-3030,NA,65.7,Unavailable,3.44,43.69,92.79,95,Unavailable,3897 feet (asl),299 meters,140 meters,3,46 meters,,70 degrees,297 meters,Tiered Horsetails,Skagit River,,3 cms,1 cms,Glacier,9 months,June to October,NA,NA
1,.Cataloged-row,Green Mountain Falls,,,138 feet / 42 meters,Washington,https://www.worldwaterfalldatabase.com/waterfall/Green-Mountain-Falls-6168,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,1980 feet (asl),42 meters,42 meters,1,,,55 degrees,72 meters,Steep Cascade,Snohomish River,Wise Creek,0 cms,0 cms,,,,NA,NA
2,.Cataloged-row,Green Peak Falls,,52.49,45 feet / 14 meters,Oregon,https://www.worldwaterfalldatabase.com/waterfall/Green-Peak-Falls-4820,NA,31.04,Unavailable,1.36,Not Rated,52.49,54.65,"44.33578, -123.49459",763 feet (asl),14 meters,,1,5 meters,,72 degrees,6 meters,Veiling Horsetail,Alsea River,Peak Creek,2 cms,0 cms,Unknown,,Winter - Spring,NA,NA
3,.Cataloged-row,Green River Falls,,,45 feet / 14 meters,Vermont,https://www.worldwaterfalldatabase.com/waterfall/Green-River-Falls-11414,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"44.6034, -72.5351",,14 meters,,,,,,,,,Green River,,,,,,NA,NA
0,.Cataloged-row,Grimes Glen Falls,,30.96,47 feet / 14 meters,New York,https://www.worldwaterfalldatabase.com/waterfall/Grimes-Glen-Falls-9042,NA,12.89,Unavailable,0,Not Rated,31.46,36.76,"42.61879, -77.41836",,14 meters,14 meters,1,8 meters,12 meters,65 degrees,14 meters,Veiling Horsetail,St. Lawrence River,Grimes Creek,0 cms,0 cms,Runoff,8 months,,NA,NA
0,.Cataloged-row,Grotto Falls,,50.05,78 feet / 24 meters,Oregon,https://www.worldwaterfalldatabase.com/waterfall/Grotto-Falls-4335,NA,23.29,Unavailable,0,Not Rated,50.11,51.66,"43.25026, -122.82118",3135 feet (asl),24 meters,24 meters,1,6 meters,,90 degrees,5 meters,Segmented Plunges,Umpqua River,,0 cms,0 cms,Runoff,,,NA,NA
1,.Cataloged-row,Grouse Creek Falls,,22.12,35 feet / 11 meters,Washington,https://www.worldwaterfalldatabase.com/waterfall/Grouse-Creek-Falls-5306,NA,8.99,Unavailable,0.39,Not Rated,22.12,11.77,"46.42248, -121.65492",3378 feet (asl),11 meters,,1,2 meters,,45 degrees,23 meters,Steep Sliding Cascade,Cispus River,Grouse Creek,0 cms,0 cms,Runoff,7 months,March to June,NA,NA
2,.Cataloged-row,Grouse Creek Falls,,32.40,300 feet / 91 meters,California,https://www.worldwaterfalldatabase.com/waterfall/Grouse-Creek-Falls-6425,NA,27.11,Unavailable,1.27,Not Rated,32.4,20.78,"37.68984, -119.72491",3194 feet (asl),91 meters,,,6 meters,,65 degrees,152 meters,Tiered Horsetails,San Joaquin River,Grouse Creek,0 cms,0 cms,Runoff,8 months,March to June,NA,NA
3,.Cataloged-row,Guardian Falls,,45.94,25 feet / 8 meters,Washington,https://www.worldwaterfalldatabase.com/waterfall/Guardian-Falls-4192,NA,19.81,Unavailable,0.29,Not Rated,45.94,39.82,Unavailable,1898 feet (asl),8 meters,,1,3 meters,,72 degrees,3 meters,Horsetail,Snoqualmie River,Rachor Creek,1 cms,0 cms,Lake,,Winter - Spring,NA,NA
0,.Cataloged-row,Gunaldo Falls,,38.17,40 feet / 12 meters,Oregon,https://www.worldwaterfalldatabase.com/waterfall/Gunaldo-Falls-4080,NA,18.67,Unavailable,0,Not Rated,38.59,37.14,Unavailable,560 feet (asl),12 meters,11 meters,2,3 meters,,77 degrees,5 meters,Horsetail,Pacific Ocean,Unnamed,0 cms,0 cms,Runoff,,Winter,NA,NA
0,.Cataloged-row,Hall Creek Falls,,42.04,103 feet / 31 meters,Washington,https://www.worldwaterfalldatabase.com/waterfall/Hall-Creek-Falls-4583,NA,9.91,Unavailable,1.71,Not Rated,42.04,35.23,Unavailable,1800 feet (asl),31 meters,,2,5 meters,8 meters,35 degrees,91 meters,Sliding Horsetail,Snoqualmie River,Hall Creek,1 cms,0 cms,Runoff,12 months,November to May,NA,NA
1,.Cataloged-row,Hamilton Falls,,40.82,104 feet / 32 meters,Vermont,https://www.worldwaterfalldatabase.com/waterfall/Hamilton-Falls-11418,NA,9.67,Unavailable,0.85,Not Rated,40.82,65.88,"43.1365, -72.7641",,32 meters,19 meters,4,3 meters,,75 degrees,61 meters,Tiered Horsetails,Connecticut River,Cobb Brook,0 cms,0 cms,Runoff,12 months,March to June,NA,NA
2,.Cataloged-row,Hamma Hamma Falls,,54.17,82 feet / 25 meters,Washington,https://www.worldwaterfalldatabase.com/waterfall/Hamma-Hamma-Falls-4770,NA,36.45,Unavailable,1.23,Not Rated,54.17,49.51,"47.57545, -123.26036",1800 feet (asl),25 meters,20 meters,2,5 meters,8 meters,90 degrees,9 meters,Tiered Plunges,Hamma Hamma River,Hamma Hamma River,1 cms,0 cms,Lake,12 months,,NA,NA
0,.Cataloged-row,Happy Creek Falls,,32.55,82 feet / 25 meters,Washington,https://www.worldwaterfalldatabase.com/waterfall/Happy-Creek-Falls-9559,NA,16.53,Unavailable,1.2,Not Rated,32.55,24.06,"48.72168, -121.04063",2900 feet (asl),25 meters,25 meters,1,3 meters,6 meters,60 degrees,46 meters,Steep Cascade,Skagit River,Happy Creek,1 cms,0 cms,Runoff,9 months,April to August,NA,NA
1,.Cataloged-row,Hard Creek Falls,,,175 feet / 53 meters,Washington,https://www.worldwaterfalldatabase.com/waterfall/Hard-Creek-Falls-13687,NA,9.28,Unavailable,0.35,Not Rated,34.89,26.81,"48.48172, -121.22355",2150 feet (asl),53 meters,24 meters,6,2 meters,,75 degrees,152 meters,Tiered Horsetails,Skagit River,Hard Creek,0 cms,0 cms,Runoff,9 months,April to July,NA,NA
0,.Cataloged-row,Hardy Falls,,59.58,90 feet / 27 meters,Washington,https://www.worldwaterfalldatabase.com/waterfall/Hardy-Falls-5200,NA,41.46,Unavailable,1.22,Not Rated,59.58,55.89,"45.64205, -122.01513",775 feet (asl),27 meters,,1,5 meters,,90 degrees,5 meters,Horsetail,Columbia River (Snake River to Portland),Hardy Creek,1 cms,0 cms,Unknown,,Winter - Spring,NA,NA
1,.Cataloged-row,Harrison Falls,,32.81,64 feet / 20 meters,Oregon,https://www.worldwaterfalldatabase.com/waterfall/Harrison-Falls-3888,NA,19,Unavailable,1.28,Not Rated,32.81,29.85,Unavailable,195 feet (asl),20 meters,9 meters,4,3 meters,,80 degrees,46 meters,Steep Tiered Cascades,Columbia River,Lindsey Creek,1 cms,0 cms,Lake,,Winter - Spring,NA,NA
2,.Cataloged-row,Harrison Wright Falls,,42.70,32 feet / 10 meters,Pennsylvania,https://www.worldwaterfalldatabase.com/waterfall/Harrison-Wright-Falls-18586,NA,31.28,Unavailable,0.52,Not Rated,42.7,Not Rated,"41.31892, -76.27425",1490 feet (asl),10 meters,10 meters,1,9 meters,14 meters,90 degrees,3 meters,Vertical Curtain,Susquehanna River,Kitchen Creek,1 cms,0 cms,Lake,12 months,,NA,NA
0,.Cataloged-row,Harvard Cascade,,28.89,18 feet / 5 meters,New Hampshire,https://www.worldwaterfalldatabase.com/waterfall/Harvard-Cascade-12882,NA,9.78,Unavailable,0.38,Not Rated,28.89,52.61,"44.07815, -71.70105",1740 feet (asl),5 meters,5 meters,1,8 meters,21 meters,45 degrees,9 meters,Steep Sliding Cascade,,Harvard Brook,1 cms,0 cms,Lake,,,NA,NA
0,.Cataloged-row,Headlight Basin Falls,,47.61,100 feet / 30 meters,Washington,https://www.worldwaterfalldatabase.com/waterfall/Headlight-Basin-Falls-3332,NA,19.25,Unavailable,0.86,Not Rated,47.61,41.79,"47.46364, -120.94255",6369 feet (asl),30 meters,,1,5 meters,,59 degrees,61 meters,Steep Cascade,Wenatchee River,Headlight Creek,0 cms,0 cms,Runoff,6 months,April to July,NA,NA
1,.Cataloged-row,Heart Lake Falls,,23.31,100 feet / 30 meters,Washington,https://www.worldwaterfalldatabase.com/waterfall/Heart-Lake-Falls-25563,NA,4.18,Unavailable,0,Not Rated,25.19,15.38,"48.64468, -121.92405",3950 feet (asl),30 meters,12 meters,3,5 meters,,50 degrees,38 meters,Steep Tiered Cascades,Nooksack River,Hearty Creek,0 cms,0 cms,Lake,,,NA,NA
2,.Cataloged-row,Hearty Falls,,28.44,91 feet / 28 meters,Washington,https://www.worldwaterfalldatabase.com/waterfall/Hearty-Falls-9650,NA,9.28,Unavailable,0,Not Rated,29.39,20.33,Unavailable,3400 feet (asl),28 meters,20 meters,2,8 meters,17 meters,75 degrees,,Tiered Plunges,Nooksack River,Hearty Creek,0 cms,0 cms,Lake,,,NA,NA
0,.Cataloged-row,Heather Creek Falls,,42.79,52 feet / 16 meters,Washington,https://www.worldwaterfalldatabase.com/waterfall/Heather-Creek-Falls-4683,NA,10.28,Unavailable,1.13,Not Rated,42.79,36.12,Unavailable,1069 feet (asl),16 meters,12 meters,2,5 meters,8 meters,45 degrees,46 meters,Steep Tiered Cascades,Stilliguamish River,Heather Creek,1 cms,0 cms,Lake,12 months,April to July,NA,NA
1,.Cataloged-row,Heather Meadows Falls,,46.05,30 feet / 9 meters,Washington,https://www.worldwaterfalldatabase.com/waterfall/Heather-Meadows-Falls-3331,NA,19.6,Unavailable,0,Not Rated,46.72,40.74,"48.86196, -121.67199",4035 feet (asl),9 meters,,1,5 meters,,81 degrees,2 meters,Curtain Horsetail,Nooksack River,Galena Creek,0 cms,0 cms,Runoff,6 months,April to July,NA,NA
2,.Cataloged-row,Heaven And Hell Falls,,56.93,26 feet / 8 meters,Washington,https://www.worldwaterfalldatabase.com/waterfall/Heaven-And-Hell-Falls-5379,NA,35.58,Unavailable,2.8,Not Rated,56.93,52.77,"45.74872, -121.98949",850 feet (asl),8 meters,8 meters,1,8 meters,,68 degrees,12 meters,Segmented Horsetails,Columbia River (Snake River to Portland),Rock Creek,7 cms,0 cms,Unknown,,February to May,NA,NA
3,.Cataloged-row,Hector Falls,,27.55,189 feet / 58 meters,New York,https://www.worldwaterfalldatabase.com/waterfall/Hector-Falls-9055,NA,19.45,Unavailable,0.92,Not Rated,27.55,32.18,"42.41811, -76.86607",640 feet (asl),58 meters,27 meters,3,15 meters,23 meters,80 degrees,137 meters,Steep Tiered Cascades,St. Lawrence River,Hector Falls Creek,0 cms,0 cms,Runoff,,,NA,NA
4,.Cataloged-row,Hedge Creek Falls,,27.78,29 feet / 9 meters,California,https://www.worldwaterfalldatabase.com/waterfall/Hedge-Creek-Falls-6521,NA,9.79,Unavailable,0,Not Rated,28.42,16.15,"41.2374, -122.26824",2623 feet (asl),9 meters,9 meters,1,2 meters,3 meters,90 degrees,3 meters,Plunge,Sacramento River,Hedge Creek,0 cms,0 cms,Springs,9 months,March to June,NA,NA
5,.Cataloged-row,Helena Falls,,28.50,11 feet / 3 meters,New York,https://www.worldwaterfalldatabase.com/waterfall/Helena-Falls-9056,NA,22.79,Unavailable,1.15,Not Rated,28.5,33.29,"42.1696, -74.0161",,3 meters,2 meters,2,6 meters,14 meters,85 degrees,3 meters,Tiered Plunges,Hudson River,Kaaterskill Creek,3 cms,1 cms,Lake,12 months,November to May,NA,NA
6,.Cataloged-row,Heliotrope Falls,,53.67,400 feet / 122 meters,Washington,https://www.worldwaterfalldatabase.com/waterfall/Heliotrope-Falls-2942,NA,28.42,Unavailable,3.48,Not Rated,53.67,48.93,"48.79031, -121.85982",5960 feet (asl),122 meters,,1,6 meters,,45 degrees,549 meters,Segmented Steep Cascade,Nooksack River,Heliotrope Creek,1 cms,0 cms,Glacier,,June to October,NA,NA
7,.Cataloged-row,Hell Brook Cascades,,31.48,180 feet / 55 meters,Vermont,https://www.worldwaterfalldatabase.com/waterfall/Hell-Brook-Cascades-11423,NA,9.56,Unavailable,0,Not Rated,32.08,51.79,"44.5487, -72.7971",,55 meters,18 meters,,2 meters,5 meters,75 degrees,107 meters,Steep Tiered Cascades,St Lawrence River,Hell Brook,0 cms,0 cms,Runoff,8 months,April to July,NA,NA
0,.Cataloged-row,Hell's Hole Falls,,19.31,30 feet / 9 meters,New York,https://www.worldwaterfalldatabase.com/waterfall/Hells-Hole-Falls-8815,NA,6.28,Unavailable,0,Not Rated,20.07,23.45,"42.13276, -74.08249",,9 meters,5 meters,3,1 meters,3 meters,90 degrees,9 meters,Tiered Plunges,Hudson River,Hell's Hole Brook,0 cms,0 cms,Runoff,8 months,March to June,NA,NA
1,.Cataloged-row,Hemlock Creek Falls,,57.05,250 feet / 76 meters,Washington,https://www.worldwaterfalldatabase.com/waterfall/Hemlock-Creek-Falls-5288,NA,33.59,Unavailable,0.81,Not Rated,57.05,52.91,Unavailable,1687 feet (asl),76 meters,,1,2 meters,,90 degrees,6 meters,Plunge,Lewis River,Hemlock Creek,1 cms,0 cms,Runoff,6 months,Winter - Spring,NA,NA
2,.Cataloged-row,Hemlock Falls,,50.56,45 feet / 14 meters,Oregon,https://www.worldwaterfalldatabase.com/waterfall/Hemlock-Falls-4327,NA,24.17,Unavailable,0.95,Not Rated,50.56,52.21,"43.21623, -122.72866",2797 feet (asl),14 meters,,1,2 meters,,77 degrees,6 meters,Horsetail,Umpqua River,Hemlock Creek,1 cms,0 cms,Lake,,March - June,NA,NA
0,.Cataloged-row,Henline Falls,,59.61,126 feet / 38 meters,Oregon,https://www.worldwaterfalldatabase.com/waterfall/Henline-Falls-4427,NA,31.65,Unavailable,0.7,Not Rated,59.61,63.62,"44.849, -122.33938",1847 feet (asl),38 meters,38 meters,1,15 meters,,90 degrees,8 meters,Vertical Curtain,Santiam River,Henline Creek,1 cms,0 cms,Unknown,12 months,March to June,NA,NA
1,.Cataloged-row,Henrys Falls,,25.90,7 feet / 2 meters,Oregon,https://www.worldwaterfalldatabase.com/waterfall/Henrys-Falls-4463,NA,10.09,Unavailable,2.87,Not Rated,25.9,21.14,"43.49694, -124.00333",358 feet (asl),2 meters,,1,15 meters,,23 degrees,5 meters,Gradual Cascade,Coos Bay,West Fork Millicoma River,11 cms,0 cms,Unknown,,Winter - Spring,NA,NA
2,.Cataloged-row,Hetch Hetchy Falls,,32.30,750 feet / 229 meters,California,https://www.worldwaterfalldatabase.com/waterfall/Hetch-Hetchy-Falls-7150,NA,20.47,Unavailable,0.21,Not Rated,32.3,20.67,"37.96179, -119.77605",4578 feet (asl),229 meters,,,8 meters,,70 degrees,183 meters,Veiling Horsetail,San Joaquin River,,0 cms,0 cms,Runoff,4 months,,NA,NA
3,.Cataloged-row,Hewett Falls,,66.58,80 feet / 24 meters,Oregon,https://www.worldwaterfalldatabase.com/waterfall/Hewett-Falls-4702,NA,49.03,Unavailable,2.31,Not Rated,66.58,72.41,"43.455, -123.91944",765 feet (asl),24 meters,,1,9 meters,,77 degrees,9 meters,Plunge,Coos Bay,Matson Creek,4 cms,0 cms,Unknown,,Winter - Spring,NA,NA
